label	parent	mass (kg)	epoch	sma (m)	ecc	inc(°)	lan(°)	aop(°)	ma(°)
aneas	sol		9493.5	783723811833.896	0.10540018	16.65345	47.25686 1	52.48436 2	08.3379565
anchises	sol		9493.5	788374929312.2556	0.13763501	6.92673	83.90127	41.43869 2	50.9656476
marmara	sol		9493.5	452442782879.55927	0.11002576	10.06132 3	0.86064	54.24768	67.4368425 1
margo	sol		9493.5	480351163245.8684	0.07100504	16.34859	36.97893 2	98.77365 2	18.4624353
lucidor	sol		9493.5	402838043808.1842	0.14213806	6.64712 1	72.09921 1	55.52657 2	75.2850413 1
gonnessia	sol		9493.5	500982205594.10547	0.03512175	15.01554 2	51.73183	56.23618 2	92.5205487
irmela	sol		9493.5	400456385867.4919	0.18644045	6.96835 3	69.92721 2	57.49423 1	08.8829640 1
mally	sol		9493.5	391507097167.1153	0.17385263	8.71303 2	6.73134	33.89114	82.7190519 1
rita	sol		9493.5	595547776875.8636	0.15592583	7.18893 2	88.14370 2	05.10634	49.2201485
lilith	sol		9493.5	398625248090.9756	0.19331752	5.59204 1	60.56224 3	56.62481 2	11.9465726 1
ilona	sol		9493.5	337963386321.061	0.11761584	9.39403	36.25940 1	63.13434 3	18.4393845 1
jutta	sol		9493.5	356605405300.0449	0.12839703	2.79408 2	14.95426 3	06.18552	26.5269642 1
gaea	sol		9493.5	399131891199.6753	0.07260745	11.30879 3	55.68709 3	10.16333 3	19.6907512 1
nikko	sol		9493.5	334672233165.661	0.10560539	5.69681	71.84966	2.22299	84.0264457 1
turnera	sol		9493.5	452370646786.3077	0.10114575	10.74330 2	42.93272	97.37226	92.5856784
afra	sol		9493.5	394759848549.1066	0.22353027	10.69725	27.10919 1	74.76502 3	52.0132695 1
gothlandia	sol		9493.5	327664904344.4152	0.18076916	4.81689	5.35445 1	7.12072	26.8104447 1
terentia	sol		9493.5	438716190896.88763	0.11116081	9.86458	75.15480 3	95.92644 2	32.0921748
pelagia	sol		9493.5	363732352578.7024	0.13065599	3.16856	26.34466 3	41.79602	44.1124537 1
alfaterna	sol		9493.5	432728042449.1468	0.04873523	18.45967	34.54781	59.34903 1	53.0441145 1
prisma	sol		9493.5	353770690207.9377	0.25918742	23.90724 1	1.21702	31.41428	30.6282879 1
africa	sol		9493.5	395786284419.3405	0.12361548	14.14306 1	49.45565 3	86.11504	33.3496142 1
aletta	sol		9493.5	435961091791.56696	0.09004160	10.84955 2	90.79805	47.52977 2	48.4744143 1
orangia	sol		9493.5	337745751338.76666	0.20027408	7.20213 3	81.15163 3	28.90286 2	01.3241979 1
sheba	sol		9493.5	396698981028.4812	0.18042571	17.67608 2	00.69764 2	62.37097 1	08.2770433 1
rhodesia	sol		9493.5	431165687166.9172	0.23503672	12.97797 2	55.60016 1	76.98350 2	66.7622790 1
atlantis	sol		9493.5	336766678154.39636	0.33510960	2.72565	59.46917 3	84.58207 2	23.7420800 1
geldonia	sol		9493.5	451503158653.69257	0.03299445	8.77982 2	35.48922 1	90.36573 2	69.1933415 1
imperatrix	sol		9493.5	457461193050.0614	0.11282966	4.61497	04.58522 3	53.05766 2	04.6077384 1
strenua	sol		9493.5	403945666442.84705	0.03972892	6.99743 1	03.01418	68.21860 2	81.1042832 1
marina	sol		9493.5	597291025903.3438	0.16701625	3.33331 3	49.81045 3	07.99593	55.3081865 1
nanna	sol		9493.5	431406195663.6416	0.25136727	5.99478 1	24.46515	77.30759 2	59.5973553 1
renzia	sol		9493.5	338448218060.21265	0.29452272	1.87806 3	7.45351 2	13.76002	58.6611089 1
ebella	sol		9493.5	379349637250.216	0.27256963	8.84508 3	22.92351 1	49.45763	15.4867594 1
numerowia	sol		9493.5	428668719187.4894	0.05287411	13.00387 2	24.11206 2	83.04134 3	81.8991470 1
ostenia	sol		9493.5	451737533637.71826	0.08866743	10.33952	19.96549 3	46.90502	26.0843353 1
troilus	sol		9493.5	786113922054.2828	0.09264281	33.54093 2	48.54738	96.71857	58.2147163
pumma	sol		9493.5	474100679972.06805	0.12668360	6.93709 1	89.73713 1	76.51105	07.0787508 1
morosovia	sol		9493.5	450380710870.04333	0.06219240	11.26331 1	06.54752	65.27152 1	12.9895649 1
bressole	sol		9493.5	438353281422.3565	0.15872634	12.76528 2	29.70416 3	11.33282 1	38.5184557 1
francette	sol		9493.5	590868475158.6643	0.19026703	7.59251 3	49.55079 3	47.80554 1	00.3113570
algeria	sol		9493.5	468926972251.9922	0.12840576	13.11093 1	71.24787	10.95181 2	13.4607012 1
richilde	sol		9493.5	405959104184.59827	0.11758124	9.84659	85.78490 1	33.88369 2	48.0547467 1
boyer	sol		9493.5	385818683013.109	0.13130982	15.91029 2	23.68823 3	65.68603 1	19.2746763 1
askania	sol		9493.5	333907593569.15204	0.17971562	7.60948 1	21.48330 3	45.20612 1	00.1965122 1
maximiliana	sol		9493.5	352040082200.53186	0.15292299	5.15754	48.23758 2	92.18961 1	94.8686371 1
aster	sol		9493.5	338567806598.05023	0.10852669	3.15734	63.75607 2	69.55302	05.0040929 1
britta	sol		9493.5	331101496549.7098	0.12426956	4.41061	42.50053 2	23.81259	49.2336150 1
crocus	sol		9493.5	449309141322.2193	0.07458535	11.37740 3	13.23528	30.10589 1	55.5082431 1
amor	sol		9493.5	287202674583.2129	0.43463234	11.86882	71.23719	26.75823 1	59.8704852 1
tina	sol		9493.5	418074631818.34045	0.24962819	19.58769	45.73662 3	59.64236 2	46.8383542 1
neckar	sol		9493.5	429179476237.6333	0.06225070	2.53998	40.70854	13.02695	85.3335154 1
fantasia	sol		9493.5	344677937149.5598	0.19849191	7.88730 1	58.01446	29.49802 2	4.3476723 1
ariane	sol		9493.5	334072300824.7928	0.07448296	3.07402 1	12.31472 3	01.39485	15.5999938 1
golia	sol		9493.5	386487250857.05444	0.10935347	9.83009 1	17.40013	39.31531	50.1658807 1
geranium	sol		9493.5	481737232397.26514	0.19592113	16.46430 3	0.02117 1	04.60786	74.0958584 1
scabiosa	sol		9493.5	414168347178.4091	0.03827447	3.28377 2	07.67218	07.32360 3	9.1503428 1
tilia	sol		9493.5	482935690859.01697	0.16798003	1.03986 1	97.25375	67.50300 1	73.6332425 1
riceia	sol		9493.5	384949115470.0912	0.17882050	10.51768 1	00.49381 2	84.87187 2	85.9035125 1
auricula	sol		9493.5	399178416137.463	0.08704078	11.45972 2	41.82824 3	48.23560 3	51.1257237 1
cortusa	sol		9493.5	474862701605.8397	0.14205387	10.37654 3	60.69861 3	40.67883 2	36.6073660 1
kobresia	sol		9493.5	382197008322.18445	0.05594942	5.60131 3	91.37546 1	32.99821 2	23.0465927 1
elyna	sol		9493.5	450684798461.81525	0.08691118	8.52918	04.31418 3	90.99154 3	49.9211514 1
schorria	sol		9493.5	285779490200.0955	0.15452469	24.99635	12.90412 2	43.79448	09.7710471 1
thais	sol		9493.5	363641426992.8909	0.24139573	13.17664 3	48.57080 3	06.06996	28.6758117 1
genevieve	sol		9493.5	390678145445.9925	0.07841709	9.72976 3	57.80082 1	06.94482	48.2960629 1
predappia	sol		9493.5	398798003712.06	0.14183204	12.15391	51.61578 1	93.90557	83.0447712 1
queteleta	sol		9493.5	398283491755.36145	0.23052597	1.65710	72.96594 2	36.80801	30.7812169 1
centenaria	sol		9493.5	428793648369.311	0.17537247	10.16163	23.65620 2	23.49174 3	51.4988137 1
dysona	sol		9493.5	476937309916.9203	0.09960101	23.51827 3	22.15439	20.37262 3	89.0424191
zambesia	sol		9493.5	409203343447.74677	0.19152568	10.14501	49.65353	54.11939 3	71.5988406 1
pamela	sol		9493.5	463507909064.1813	0.04534621	13.26357	45.52231 3	51.05099 2	53.6672097
deira	sol		9493.5	350615611275.72644	0.09704442	8.70453 2	76.95166	61.85812 2	79.1425696 1
calvinia	sol		9493.5	432781628406.4316	0.08129362	2.89533 2	51.68697 2	05.95895 1	60.5388221
chaka	sol		9493.5	392063496527.6098	0.30999755	15.99577	90.48456 3	54.77875 2	26.9491576 1
memoria	sol		9493.5	468319350580.57007	0.17573853	1.78140 1	61.68283 3	38.28390 1	05.5363668 1
jugurtha	sol		9493.5	407224373055.4047	0.01355772	9.14033 3	79.21649 2	40.73252	04.9405236
rutherfordia	sol		9493.5	332778024926.8576	0.07666825	4.87242 2	58.89100 3	24.11906 2	20.7340844 1
galanthus	sol		9493.5	380996575168.53937	0.27657933	15.17449 2	91.92997 2	17.58355 2	55.4874889 1
hedera	sol		9493.5	406553262047.6575	0.15567620	6.05204 2	40.59194 3	17.15803 1	56.3659386 1
celestia	sol		9493.5	403430705692.5364	0.20513434	33.84097	40.77827 3	63.58444 1	11.7371923 1
frisia	sol		9493.5	474641685711.6676	0.20387760	1.34028 3	39.79983 2	55.26074	42.2834180 1
erfordia	sol		9493.5	469120327499.872	0.02458047	7.09196 2	87.51578 3	46.86418 2	48.5907210 1
schilowa	sol		9493.5	470119461758.7032	0.17381382	8.55853 1	37.51211 1	32.51956 2	88.4445612 1
normannia	sol		9493.5	581670524877.6101	0.07852426	4.17649 1	36.85656	02.43987 2	28.7801540
mora	sol		9493.5	372208792329.3705	0.08343668	3.92777	13.87893	20.73563 2	6.4496717 1
sicilia	sol		9493.5	476876633020.56433	0.04864782	7.72180	99.38941 1	76.59411 2	06.0519116 1
ogyalla	sol		9493.5	465763979592.4209	0.12090419	2.37230 1	74.93241 2	53.22611	70.6895657 1
walhalla	sol		9493.5	391276881003.8951	0.03778231	8.02171	04.45840 1	22.63754 3	46.4301426 1
legia	sol		9493.5	469082853233.2616	0.17895235	2.42687 1	67.26835 2	03.85870	30.4340483 1
sniadeckia	sol		9493.5	449768496543.9907	0.00383397	13.14349 2	24.18242 1	03.72081 1	38.0380537 1
varsavia	sol		9493.5	399018122019.008	0.18690586	29.24770 2	58.43045 1	87.03256 1	73.5765916 1
letaba	sol		9493.5	428499075202.1156	0.15711214	24.97270	34.94849	31.14975 2	2.5640610
schweikarda	sol		9493.5	452907059871.2767	0.06906683	9.50378 1	14.18945 2	12.84336 3	08.3998244 1
tone	sol		9493.5	503563457013.8856	0.04941774	17.22986 3	20.12370 2	06.08315 3	15.1968260
geertruida	sol		9493.5	369727502206.792	0.17848087	4.77368 2	24.19687 1	68.77780	78.2428248 1
libya	sol		9493.5	596077622614.309	0.10392317	4.42315 1	50.94003 1	19.05232 3	70.4868797
rollandia	sol		9493.5	586609019865.5844	0.09659933	2.75884	34.57269 3	16.83749 1	02.5089991
datura	sol		9493.5	334237935587.2318	0.20836766	5.98795 2	97.76183 2	58.90295	28.5724642 1
isergina	sol		9493.5	469620133985.8807	0.12093524	6.68397 2	26.81017 3	72.56235 1	28.7557943 1
gefion	sol		9493.5	417098026998.83673	0.15082314	8.42336	21.27605 1	4.98646 3	30.2574666 1
helma	sol		9493.5	358128386422.7063	0.16099381	5.40137	96.45504	48.98803 2	57.5283929 1
delportia	sol		9493.5	333410988477.57635	0.11408091	4.39491 2	27.03666 2	44.74916 3	01.4763182 1
cimbria	sol		9493.5	400926901090.41754	0.16859268	12.85573 1	88.34747	97.99825 1	96.4891322 1
ucclia	sol		9493.5	475566873743.0117	0.09106201	23.28351 3	14.29928 1	38.86533 1	82.1260984 1
dolores	sol		9493.5	403320556780.33997	0.24079638	6.98271	46.93709 2	47.27213 2	61.5393772 1
kenya	sol		9493.5	359563703193.1374	0.26396775	10.86062 2	90.24370 2	38.52359	39.8151857 1
uganda	sol		9493.5	354410445501.98627	0.21097058	5.72349 2	35.39265 1	97.44641 3	13.8527326 1
baillauda	sol		9493.5	510800074491.55334	0.04262468	6.42588	92.53296 1	90.38774 2	78.8423591 1
jeanne	sol		9493.5	382396317565.31805	0.20976574	7.43127	09.87711 2	73.70015 2	34.6810784 1
utopia	sol		9493.5	466866471020.1187	0.11949397	18.02179	24.21832 2	78.14394 3	01.8302891 1
komsomolia	sol		9493.5	475808294786.7474	0.22162657	8.90603 2	57.66574 1	34.21458 1	46.9442377 1
latvia	sol		9493.5	395470333716.4221	0.17284997	10.89338 1	02.65871	15.13896 3	91.3441704 1
julietta	sol		9493.5	447884012166.78284	0.04827670	5.68927	17.79253 2	69.37556 3	52.2384041 1
banachiewicza	sol		9493.5	451751535998.4158	0.09500698	9.74736 1	00.32741 2	07.52586 2	32.0010699 1
lorcia	sol		9493.5	450666323124.7838	0.05693923	9.84768 2	02.31705 1	69.95871 2	17.6605964 1
santa	sol		9493.5	431666196762.9182	0.06396363	7.56183	98.85412 2	52.28114 2	87.3022976 1
kutaissi	sol		9493.5	427826976848.4217	0.06103945	1.61717 1	93.02047	15.28801 1	47.8730522 1
albertine	sol		9493.5	354072982625.2612	0.15390737	5.58872	07.30279	79.10657 3	87.8638079 1
phryne	sol		9493.5	450294348019.28827	0.09729911	9.12247 1	15.27676 2	16.78570 2	36.8611359 1
luce	sol		9493.5	380358779606.597	0.05694099	2.15225 2	70.85360 1	44.71022 2	14.9576774 1
sonja	sol		9493.5	333183494995.6029	0.27542603	5.36492	36.34222 2	99.72119 2	73.9906560 1
antwerpia	sol		9493.5	402163776285.3652	0.23149026	8.71662 3	81.06306 3	13.21959	27.1935975 1
deflotte	sol		9493.5	506921510337.06274	0.12511833	2.88666 2	85.00503 2	75.11040 1	46.0633103 1
andree	sol		9493.5	361704254245.6225	0.14275797	4.11108 2	26.94500 1	36.37556 2	41.2814714 1
quadea	sol		9493.5	452223681838.132	0.06681716	8.99548 1	95.81191 2	26.19836 2	30.8186090 1
nocturna	sol		9493.5	468401300294.1395	0.14400303	5.49651	99.71641 3	59.10833 2	24.9909512 1
mertona	sol		9493.5	419611450744.0415	0.18527457	7.88427 2	65.45761 2	60.55796 1	38.5146539 1
marcelle	sol		9493.5	416064709626.55054	0.00764546	9.55109 3	82.89509 3	54.35747	42.6342161 1
yvonne	sol		9493.5	413755397216.1288	0.27129970	34.04564 3	61.47435	01.99901 1	19.5594566 1
werra	sol		9493.5	465666636257.9564	0.17465747	2.59635 3	90.10223	53.24699	71.6506064 1
luthera	sol		9493.5	483730474426.4719	0.09561975	19.52862 1	71.78808 3	02.26286	44.9753006
arosa	sol		9493.5	477705210747.0105	0.12291360	18.97548 1	86.35313	47.63097	5.5734403
pongola	sol		9493.5	451359051024.8472	0.06748912	2.30895 1	62.88741 2	50.22780	90.6637506 1
scythia	sol		9493.5	470106835698.4161	0.09676087	14.98810 1	74.03474 3	42.23349 2	09.5972970
cimmeria	sol		9493.5	336732988713.9147	0.09674832	3.94916 2	33.73875	07.74444 2	11.1870422 1
halleria	sol		9493.5	435121892616.30115	0.00820993	5.55960 1	53.95130	87.22191 3	25.8613000 1
hyperborea	sol		9493.5	480125464938.3433	0.14612367	10.27889 2	05.97423	43.18657 2	88.7413035 1
villigera	sol		9493.5	357771146707.4747	0.35728720	21.05378	57.16202 1	88.84190 3	56.3449285 1
knopfia	sol		9493.5	363012951378.29315	0.04344407	2.83315 2	44.94415 2	44.48989 2	28.2272389 1
vassar	sol		9493.5	463666034013.5112	0.21031953	21.93450 2	29.19006 2	61.91430 1	86.6402476 1
berna	sol		9493.5	397447030221.1295	0.20735534	12.56113 1	98.07810	00.28567 2	67.2814546 1
paula	sol		9493.5	343328040763.29834	0.17428928	5.24244 1	64.58677 1	44.08810 2	42.2516911 1
bronislawa	sol		9493.5	479763108975.93384	0.07385052	7.08151	36.43552 1	20.71375 2	05.8237857 1
kasan	sol		9493.5	360892072445.8052	0.31567915	23.95754 1	38.19436 2	48.68953 2	14.1372966 1
silvretta	sol		9493.5	479465813127.4917	0.23513934	20.40492	6.12476 2	34.27688	93.8645403 1
nerina	sol		9493.5	345382932075.0206	0.20252853	24.62175 1	58.21876	96.56363 3	52.9218571 1
disa	sol		9493.5	447844488409.3439	0.20217143	2.79922 3	56.03095 2	16.05225 2	53.9840120 1
impala	sol		9493.5	446283614146.0342	0.23644348	19.85080 2	71.70660 2	06.92855	40.8902588 1
majuba	sol		9493.5	439953529845.2344	0.16917604	9.50994 3	17.66925 3	44.83357 3	59.8756702 1
coppernicus	sol		9493.5	362314538759.1431	0.23453113	23.35947	53.13407	29.28796 2	74.6950820 1
tugela	sol		9493.5	481629940804.3991	0.15049208	18.93915 1	44.52319	41.37825	18.9502229
knysna	sol		9493.5	326793586506.3101	0.16396863	4.51780 3	04.27820 1	29.98316 3	03.8387308 1
inanda	sol		9493.5	380026313298.75336	0.25515160	7.40802 3	14.24209 1	36.92500	74.4366821 1
losaka	sol		9493.5	399079412266.6337	0.22416460	15.97654 2	01.64359 3	78.44349 1	00.1779011 1
namaqua	sol		9493.5	415733529860.3949	0.16275917	5.82227 2	57.71502 2	69.50495	42.2499664 1
devota	sol		9493.5	523861255145.3513	0.13669886	5.76944 1	22.55414 1	71.60463 2	07.6467264 1
eliane	sol		9493.5	391406836674.1721	0.17441374	14.49750 1	31.82747 2	65.79643 1	15.3687825 1
spiridonia	sol		9493.5	474273495432.3008	0.07482607	15.95619	58.77557 2	2.70472 1	69.5526030 1
solvejg	sol		9493.5	463878088995.2284	0.18949455	3.10105 1	21.31478 3	84.28647 1	28.8267144 1
marconia	sol		9493.5	457523710000.2269	0.13558151	2.45161 3	13.44730 1	47.93864	58.6347506 1
cevenola	sol		9493.5	394124895346.7075	0.13143627	14.61913 3	14.98595 2	36.44285 1	21.5454756 1
lundmarka	sol		9493.5	436056924187.53735	0.09188199	11.45518 1	33.10303 1	29.27683 1	60.8427590 1
demoulina	sol		9493.5	335237892634.3518	0.15383409	2.54866 1	72.56896	98.92853 1	57.3267910 1
zeelandia	sol		9493.5	426444707482.94073	0.06315938	3.19574 2	97.38446	17.42106	14.2452722 1
gerarda	sol		9493.5	435348353872.9668	0.10171145	17.99116 2	60.10414 1	02.29431 1	32.7409945 1
duponta	sol		9493.5	338711450473.49634	0.11202844	4.81344 1	25.47889 2	10.68811 3	50.9193992 1
desagneauxa	sol		9493.5	451857346572.3619	0.05293017	8.69041 1	90.64698 1	59.14925 2	06.9280651 1
yvette	sol		9493.5	478391027225.4475	0.11927050	0.40970 2	43.93337 2	27.60979 3	81.1341468 1
edmee	sol		9493.5	410710631753.77167	0.07611774	13.09924 1	07.42371 2	41.74846 1	28.9253051 1
brabantia	sol		9493.5	342502170758.3119	0.20208271	20.92354 2	12.83510	29.63305 3	55.4867610 1
nicole	sol		9493.5	384095150984.98724	0.11564533	6.02862 2	41.17294 2	35.46359	84.1840704 1
caubeta	sol		9493.5	336272361910.2423	0.11950398	5.65312 1	59.99442 3	33.29556	28.5055631 1
potomac	sol		9493.5	596170343374.5688	0.18242480	11.40387 3	37.41228 3	32.51499 1	29.8670533
gotha	sol		9493.5	393089214328.0644	0.17606398	13.86416 2	65.92868 3	50.80835 1	41.5542053 1
patria	sol		9493.5	384710611584.8341	0.06643769	11.86937 2	29.04157 2	02.27447 2	69.2893168 1
michel	sol		9493.5	417830697530.37695	0.13892571	6.58874	87.52260	17.44223	4.3493953 1
bechuana	sol		9493.5	451213686773.88806	0.15330568	10.05150 3	07.02552 1	05.61950 3	81.6958863 1
rosselia	sol		9493.5	427653802353.2994	0.08581025	2.94366 2	39.45019 3	37.67502 1	17.2759901 1
uzbekistania	sol		9493.5	477954859673.63464	0.06919025	9.64346	9.29237 2	64.96610	90.3997247 1
wawel	sol		9493.5	415609333708.1397	0.06323826	3.76089 2	85.92988 3	13.36443 1	11.4257257 1
maartje	sol		9493.5	450480687127.03217	0.09513239	9.20220	11.61838 3	96.49214 2	42.5091761 1
botha	sol		9493.5	467802908811.33954	0.21473438	5.95038 2	28.65107	50.00219	70.8470936 1
magoeba	sol		9493.5	277268328783.638	0.04454238	22.82503 3	25.20220 3	40.37638 2	37.6364588 1
nyanza	sol		9493.5	460994649876.6342	0.05509925	7.94485 2	69.54262 1	99.27712	37.0269274 1
khama	sol		9493.5	477053831698.4085	0.15361133	13.95612 2	83.62423 2	83.08481	61.8060688 1
gaika	sol		9493.5	370498963466.2048	0.16520318	2.17210 2	21.72557	86.88306	64.6544031 1
prieska	sol		9493.5	467057701978.2345	0.07208530	11.09516 3	63.98684	42.86140	49.6894153 1
tarka	sol		9493.5	394014103163.6671	0.21453204	22.83208 2	31.38284	87.63413 3	77.1324673 1
leuschneria	sol		9493.5	460725867382.34753	0.13052107	21.58994 1	64.66654 2	71.72715 1	41.7972714 1
griqua	sol		9493.5	480395234778.57666	0.37285428	24.23766 2	21.29995 1	61.63853 1	36.0055434 1
herberta	sol		9493.5	434374022941.0977	0.06537716	1.10609 1	14.63008	10.99173 2	99.7850375 1
safara	sol		9493.5	450985205945.96796	0.06875213	11.46857 2	63.87071 2	25.56878	08.4040679 1
henyey	sol		9493.5	336412804391.2555	0.12334562	5.08344 3	58.43645	37.96524 2	34.9434735 1
piccolo	sol		9493.5	430528235680.07745	0.13839950	9.45581 2	24.02506 1	83.71824	30.7086663 1
nongoma	sol		9493.5	350731893700.6215	0.13060324	22.47750 3	70.78199 1	47.71928 2	77.1007761 1
numidia	sol		9493.5	377794223309.1868	0.06082367	14.81296 2	18.02034 1	63.86765	63.9039090 1
ostanina	sol		9493.5	466269096802.8395	0.21568277	14.35740 1	79.87485 1	28.99620 1	78.5876547 1
hella	sol		9493.5	336591873042.4834	0.17142386	4.80763	05.91712 2	4.01973 3	86.3834641 1
resi	sol		9493.5	478338428614.10944	0.12224698	16.45792 1	85.04892 2	01.44348 1	92.1879133 1
haremari	sol		9493.5	413930950317.39526	0.14801601	16.43636	27.36480 1	87.64754 3	67.4217355 1
cincinnati	sol		9493.5	511210945043.43085	0.31524000	38.95255	97.43928 1	98.88192 2	12.6557598 1
isora	sol		9493.5	336691714661.38855	0.27773045	5.29570	02.42394 2	61.06866 3	59.1236265 1
alfreda	sol		9493.5	366136315561.9161	0.07036767	5.81976	52.73816 1	31.60422	51.9791596 1
michelle	sol		9493.5	333336159622.6522	0.21485369	3.55185 1	63.42366	56.11976 1	85.1993197 1
roberbauxa	sol		9493.5	338126986552.4585	0.09358591	6.03130 3	23.14437	57.56676 2	85.9142577 1
leonce	sol		9493.5	355086867234.1434	0.15106590	3.59194 2	43.49912 1	01.98350	27.0410847 1
lomonosowa	sol		9493.5	377567657334.0117	0.09308450	15.60910	69.81683 1	32.96294 1	04.3767551 1
volodia	sol		9493.5	470444193856.63165	0.11067513	10.40897 2	58.87550 3	47.86167 3	27.4081892 1
danubia	sol		9493.5	372437497554.0966	0.18087132	4.69656	51.73881	29.51639 3	62.5337890 1
gerti	sol		9493.5	332061555844.71405	0.13263992	1.55811 2	52.89668	47.34155 3	72.2079017 1
limburgia	sol		9493.5	461222457514.1362	0.18661976	0.05436 1	92.80803 3	65.33634 1	05.2503059 1
kniertje	sol		9493.5	400710403051.94055	0.17960986	11.85837 2	52.78878 2	76.06188 1	43.2026616 1
gelria	sol		9493.5	409983630981.53094	0.10745013	6.92049 2	14.84246 2	59.51452 1	23.2683619 1
storeria	sol		9493.5	353627839201.2063	0.28733974	11.82248 1	61.41308 2	52.93014 1	96.4925327 1
kama	sol		9493.5	337744105762.1889	0.20958163	5.53678 1	02.93625 2	25.95467 2	21.3855994 1
aphrodite	sol		9493.5	452184651753.6664	0.08873191	11.18203 2	54.31794 1	58.93343	23.8698013 1
onnie	sol		9493.5	428705759620.2747	0.01110818	2.05209 2	74.51860 1	97.69464 1	13.0160409 1
abastumani	sol		9493.5	513982604633.038	0.03684790	19.92653 3	28.87031	35.50401	63.0774290
carelia	sol		9493.5	381380383465.60724	0.16151469	7.60223	03.22242 3	86.08070 1	52.3119453 1
pierre	sol		9493.5	390204892582.033	0.20240449	12.25811	58.21143 2	43.89960 3	27.0695416 1
sofala	sol		9493.5	364200130160.5943	0.10873928	5.84285 1	56.64277 2	82.85171	06.2770362 1
algoa	sol		9493.5	365031101452.97156	0.07530717	2.67558 1	78.71688 1	13.83211 1	51.3312330 1
aribeda	sol		9493.5	478564815071.8398	0.06777130	8.66021 1	44.72707 1	07.23939 2	59.3099114 1
outeniqua	sol		9493.5	336489024506.37714	0.16404783	4.49183 2	59.38821 2	66.77405 3	10.8604723 1
